activity_id,activity_date,advisor_id,rm_id,activity_type,product_discussed,asset_class_discussed,engagement_score,next_step_required,completed_followup,days_to_followup,meeting_duration_minutes
AC006929,2025-12-16,A0256,RM015,Intro Call,Core Infrastructure Income Fund III,Infrastructure,36,Yes,No,17.0,34
AC006930,2025-08-27,A0329,RM001,Due Diligence Meeting,Direct Lending Income Fund V,Private Credit,72,Yes,No,15.0,77
AC006931,2025-08-18,A0062,RM016,Follow-up Call,Core Infrastructure Income Fund III,Infrastructure,81,Yes,Yes,9.0,29
AC006932,2025-05-10,A0174,RM016,Product Education,Value-Add Real Estate Fund IV,Real Estate,58,No,No,,36
AC006933,2025-05-17,A0046,RM009,Webinar,Senior Direct Lending Fund VI,Private Credit,49,No,No,,68
AC006934,2026-04-24,A0386,RM003,Webinar,Growth Equity Partners III,Private Equity,80,Yes,Yes,14.0,58
AC006935,2025-09-09,A0026,RM011,Intro Call,Value-Add Real Estate Fund IV,Real Estate,37,Yes,No,7.0,38
AC006936,2026-01-22,A0026,RM011,Due Diligence Meeting,Value-Add Real Estate Fund IV,Real Estate,56,Yes,No,10.0,66
AC006937,2026-04-27,A0359,RM013,Product Education,Core Infrastructure Income Fund III,Infrastructure,45,No,No,,17
AC006938,2025-11-16,A0114,RM016,Intro Call,Direct Lending Income Fund V,Private Credit,54,No,No,,33
AC006939,2025-06-25,A0239,RM003,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,61,Yes,No,12.0,32
AC006940,2026-04-19,A0108,RM008,Follow-up Call,Value-Add Real Estate Fund IV,Real Estate,41,Yes,Yes,16.0,42
AC006941,2025-07-05,A0261,RM005,Follow-up Call,Growth Equity Partners III,Private Equity,61,Yes,Yes,25.0,28
AC006942,2025-12-13,A0071,RM003,In-person Meeting,Opportunistic Credit Fund II,Private Credit,70,Yes,Yes,8.0,65
AC006943,2026-02-26,A0183,RM014,In-person Meeting,Senior Direct Lending Fund VI,Private Credit,64,Yes,Yes,21.0,80
AC006944,2026-03-24,A0211,RM006,Webinar,Growth Equity Partners III,Private Equity,73,Yes,No,17.0,46
AC006945,2025-06-16,A0127,RM014,In-person Meeting,Global Infrastructure Partners IV,Infrastructure,88,Yes,Yes,15.0,62
AC006946,2025-05-28,A0096,RM010,Intro Call,Core Infrastructure Income Fund III,Infrastructure,70,Yes,Yes,27.0,47
AC006947,2026-02-22,A0049,RM011,Intro Call,Real Estate Income Fund II,Real Estate,44,No,No,,31
AC006948,2025-12-06,A0286,RM008,Due Diligence Meeting,Opportunistic Real Estate Fund VI,Real Estate,60,Yes,Yes,28.0,92
AC006949,2026-04-03,A0061,RM006,Product Education,Opportunistic Real Estate Fund VI,Real Estate,75,No,No,,35
AC006950,2025-06-09,A0110,RM003,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,43,No,No,,48
AC006951,2025-10-05,A0128,RM002,Product Education,Value-Add Real Estate Fund IV,Real Estate,70,Yes,No,27.0,34
AC006952,2026-04-05,A0183,RM014,Intro Call,Value-Add Real Estate Fund IV,Real Estate,57,Yes,Yes,23.0,29
AC006953,2025-07-26,A0285,RM011,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,52,Yes,Yes,22.0,19
AC006954,2025-06-07,A0172,RM009,Product Education,Opportunistic Credit Fund II,Private Credit,74,No,No,,34
AC006955,2026-01-28,A0346,RM016,Intro Call,Global Infrastructure Partners IV,Infrastructure,77,Yes,Yes,16.0,43
AC006956,2025-10-13,A0276,RM005,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,81,Yes,Yes,3.0,19
AC006957,2025-11-19,A0340,RM016,In-person Meeting,Value-Add Real Estate Fund IV,Real Estate,65,Yes,Yes,16.0,84
AC006958,2025-05-02,A0291,RM003,Follow-up Call,Direct Lending Income Fund V,Private Credit,55,No,No,,40
AC006959,2025-10-21,A0052,RM006,Follow-up Call,Growth Equity Partners III,Private Equity,70,Yes,Yes,5.0,33
AC006960,2025-06-06,A0396,RM016,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,58,No,No,,55
AC006961,2025-05-29,A0322,RM006,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,76,No,No,,30
AC006962,2025-11-24,A0230,RM001,Follow-up Call,Direct Lending Income Fund V,Private Credit,49,No,No,,23
AC006963,2026-02-04,A0060,RM006,Webinar,Private Equity Buyout Fund VII,Private Equity,64,No,No,,56
AC006964,2026-03-14,A0062,RM016,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,71,Yes,Yes,9.0,20
AC006965,2025-08-22,A0249,RM001,Portfolio Review,Value-Add Real Estate Fund IV,Real Estate,75,Yes,Yes,18.0,62
AC006966,2025-09-26,A0166,RM013,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,83,Yes,Yes,17.0,41
AC006967,2026-04-10,A0276,RM005,Webinar,Core Infrastructure Income Fund III,Infrastructure,75,Yes,Yes,27.0,39
AC006968,2025-10-22,A0145,RM006,Webinar,Senior Direct Lending Fund VI,Private Credit,50,No,No,,58
AC006969,2025-10-28,A0203,RM006,Portfolio Review,Opportunistic Credit Fund II,Private Credit,58,Yes,Yes,6.0,80
AC006970,2025-11-05,A0069,RM016,Webinar,Private Equity Buyout Fund VII,Private Equity,72,Yes,Yes,3.0,43
AC006971,2025-12-31,A0054,RM003,Portfolio Review,Global Infrastructure Partners IV,Infrastructure,89,Yes,No,14.0,78
AC006972,2025-11-15,A0030,RM009,Intro Call,Opportunistic Real Estate Fund VI,Real Estate,84,Yes,Yes,28.0,30
AC006973,2025-09-30,A0333,RM006,Webinar,Growth Equity Partners III,Private Equity,51,No,No,,54
AC006974,2026-03-13,A0223,RM008,Intro Call,Core Infrastructure Income Fund III,Infrastructure,63,No,No,,34
AC006975,2025-12-23,A0381,RM004,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,30,No,No,,49
AC006976,2025-10-25,A0305,RM007,Product Education,Direct Lending Income Fund V,Private Credit,56,No,No,,35
AC006977,2026-01-19,A0312,RM009,Due Diligence Meeting,Direct Lending Income Fund V,Private Credit,82,Yes,No,15.0,33
AC006978,2025-08-06,A0202,RM002,Webinar,Opportunistic Credit Fund II,Private Credit,52,Yes,Yes,24.0,38
AC006979,2025-09-19,A0331,RM013,In-person Meeting,Core Infrastructure Income Fund III,Infrastructure,73,Yes,Yes,28.0,52
AC006980,2026-02-06,A0377,RM013,Webinar,Core Infrastructure Income Fund III,Infrastructure,39,No,No,,59
AC006981,2025-08-03,A0294,RM012,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,56,No,No,,33
AC006982,2026-01-14,A0036,RM008,In-person Meeting,Opportunistic Real Estate Fund VI,Real Estate,68,Yes,Yes,13.0,101
AC006983,2025-06-25,A0262,RM009,Follow-up Call,Core Infrastructure Income Fund III,Infrastructure,81,Yes,Yes,19.0,31
AC006984,2025-07-20,A0044,RM005,Follow-up Call,Growth Equity Partners III,Private Equity,38,Yes,No,19.0,31
AC006985,2025-12-24,A0031,RM010,Portfolio Review,Value-Add Real Estate Fund IV,Real Estate,54,Yes,No,20.0,60
AC006986,2025-06-17,A0280,RM004,Product Education,Global Infrastructure Partners IV,Infrastructure,81,No,No,,31
AC006987,2025-09-23,A0338,RM007,Follow-up Call,Direct Lending Income Fund V,Private Credit,58,Yes,No,16.0,40
AC006988,2025-12-29,A0058,RM007,Follow-up Call,Opportunistic Credit Fund II,Private Credit,70,No,No,,22
AC006989,2025-10-07,A0029,RM002,Due Diligence Meeting,Opportunistic Credit Fund II,Private Credit,87,Yes,Yes,7.0,47
AC006990,2025-09-07,A0352,RM002,In-person Meeting,Core Infrastructure Income Fund III,Infrastructure,91,Yes,No,7.0,51
AC006991,2025-11-22,A0046,RM009,Due Diligence Meeting,Core Infrastructure Income Fund III,Infrastructure,87,No,No,,67
AC006992,2025-07-04,A0017,RM002,Follow-up Call,Direct Lending Income Fund V,Private Credit,55,Yes,Yes,14.0,35
AC006993,2025-09-07,A0293,RM001,Follow-up Call,Value-Add Real Estate Fund IV,Real Estate,77,Yes,Yes,8.0,39
AC006994,2025-10-30,A0341,RM002,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,64,No,No,,36
AC006995,2025-08-07,A0203,RM006,Portfolio Review,Senior Direct Lending Fund VI,Private Credit,64,No,No,,90
AC006996,2026-01-15,A0215,RM005,In-person Meeting,Opportunistic Credit Fund II,Private Credit,79,Yes,Yes,2.0,74
AC006997,2026-02-16,A0128,RM002,In-person Meeting,Opportunistic Credit Fund II,Private Credit,73,No,No,,79
AC006998,2025-10-07,A0092,RM009,Webinar,Opportunistic Real Estate Fund VI,Real Estate,66,Yes,Yes,19.0,43
AC006999,2026-04-23,A0307,RM014,Follow-up Call,Real Estate Income Fund II,Real Estate,49,Yes,Yes,10.0,32
AC007000,2025-10-06,A0342,RM003,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,52,Yes,No,7.0,44
AC007001,2025-07-11,A0121,RM010,Follow-up Call,Direct Lending Income Fund V,Private Credit,74,Yes,No,18.0,43
AC007002,2025-05-15,A0103,RM005,Follow-up Call,Opportunistic Credit Fund II,Private Credit,35,Yes,No,14.0,46
AC007003,2026-03-18,A0102,RM002,Due Diligence Meeting,Global Infrastructure Partners IV,Infrastructure,78,No,No,,89
AC007004,2025-12-04,A0024,RM008,Product Education,Core Infrastructure Income Fund III,Infrastructure,41,No,No,,36
AC007005,2026-04-19,A0107,RM004,Intro Call,Direct Lending Income Fund V,Private Credit,51,Yes,Yes,25.0,32
AC007006,2025-09-15,A0014,RM013,Webinar,Opportunistic Credit Fund II,Private Credit,47,Yes,Yes,23.0,55
AC007007,2025-09-17,A0323,RM016,Product Education,Senior Direct Lending Fund VI,Private Credit,69,No,No,,23
AC007008,2025-07-15,A0097,RM009,Due Diligence Meeting,Direct Lending Income Fund V,Private Credit,57,Yes,Yes,6.0,74
AC007009,2026-01-05,A0279,RM008,Intro Call,Direct Lending Income Fund V,Private Credit,45,No,No,,38
AC007010,2025-12-23,A0217,RM006,Product Education,Direct Lending Income Fund V,Private Credit,68,Yes,Yes,11.0,52
AC007011,2025-10-08,A0339,RM004,Follow-up Call,Value-Add Real Estate Fund IV,Real Estate,59,Yes,No,21.0,55
AC007012,2026-03-20,A0386,RM003,Product Education,Private Equity Buyout Fund VII,Private Equity,65,No,No,,35
AC007013,2025-12-21,A0143,RM009,In-person Meeting,Opportunistic Real Estate Fund VI,Real Estate,69,Yes,Yes,19.0,72
AC007014,2025-11-09,A0033,RM009,Intro Call,Direct Lending Income Fund V,Private Credit,74,Yes,Yes,9.0,34
AC007015,2025-12-30,A0305,RM007,Portfolio Review,Global Infrastructure Partners IV,Infrastructure,78,Yes,Yes,29.0,70
AC007016,2025-07-10,A0012,RM012,Due Diligence Meeting,Senior Direct Lending Fund VI,Private Credit,88,Yes,Yes,27.0,46
AC007017,2026-02-26,A0083,RM012,Due Diligence Meeting,Opportunistic Real Estate Fund VI,Real Estate,67,Yes,No,10.0,77
AC007018,2025-09-20,A0024,RM008,Portfolio Review,Real Estate Income Fund II,Real Estate,59,Yes,Yes,2.0,52
AC007019,2025-07-10,A0359,RM013,Webinar,Senior Direct Lending Fund VI,Private Credit,28,Yes,No,6.0,52
AC007020,2026-04-01,A0004,RM016,Intro Call,Opportunistic Real Estate Fund VI,Real Estate,47,No,No,,34
AC007021,2026-04-22,A0197,RM010,Product Education,Opportunistic Real Estate Fund VI,Real Estate,90,No,No,,30
AC007022,2025-07-11,A0171,RM016,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,61,No,No,,31
AC007023,2025-09-30,A0263,RM014,Intro Call,Opportunistic Credit Fund II,Private Credit,48,No,No,,30
AC007024,2025-05-09,A0109,RM008,Portfolio Review,Opportunistic Real Estate Fund VI,Real Estate,61,Yes,No,3.0,60
AC007025,2026-04-25,A0347,RM003,Webinar,Real Estate Income Fund II,Real Estate,38,No,No,,52
AC007026,2025-10-23,A0298,RM008,Intro Call,Real Estate Income Fund II,Real Estate,36,Yes,Yes,12.0,43
AC007027,2025-11-28,A0173,RM016,Portfolio Review,Growth Equity Partners III,Private Equity,56,No,No,,71
AC007028,2025-05-15,A0140,RM007,Follow-up Call,Direct Lending Income Fund V,Private Credit,44,No,No,,24
AC007029,2026-01-11,A0331,RM013,Portfolio Review,Value-Add Real Estate Fund IV,Real Estate,79,No,No,,101
AC007030,2026-01-15,A0307,RM014,Intro Call,Direct Lending Income Fund V,Private Credit,32,No,No,,37
AC007031,2026-04-26,A0156,RM004,Intro Call,Value-Add Real Estate Fund IV,Real Estate,41,No,No,,37
AC007032,2026-03-11,A0130,RM009,Intro Call,Global Infrastructure Partners IV,Infrastructure,72,Yes,Yes,23.0,29
AC007033,2025-08-08,A0019,RM006,In-person Meeting,Real Estate Income Fund II,Real Estate,50,Yes,Yes,22.0,101
AC007034,2025-10-23,A0031,RM010,Webinar,Direct Lending Income Fund V,Private Credit,53,Yes,Yes,7.0,62
AC007035,2025-09-23,A0024,RM008,Intro Call,Growth Equity Partners III,Private Equity,42,Yes,No,29.0,26
AC007036,2025-12-01,A0013,RM011,Follow-up Call,Direct Lending Income Fund V,Private Credit,57,Yes,Yes,10.0,34
AC007037,2025-09-20,A0054,RM003,Due Diligence Meeting,Global Infrastructure Partners IV,Infrastructure,92,Yes,Yes,27.0,93
AC007038,2025-05-10,A0343,RM004,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,65,Yes,No,11.0,37
AC007039,2025-07-25,A0324,RM008,Intro Call,Core Infrastructure Income Fund III,Infrastructure,62,Yes,Yes,17.0,19
AC007040,2025-07-28,A0341,RM002,Product Education,Growth Equity Partners III,Private Equity,63,No,No,,36
AC007041,2025-05-18,A0251,RM007,Product Education,Real Estate Income Fund II,Real Estate,49,Yes,Yes,24.0,32
AC007042,2026-04-21,A0251,RM007,Intro Call,Core Infrastructure Income Fund III,Infrastructure,23,Yes,No,23.0,35
AC007043,2025-09-24,A0045,RM016,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,78,No,No,,33
AC007044,2025-05-05,A0283,RM010,Webinar,Opportunistic Credit Fund II,Private Credit,69,No,No,,47
AC007045,2025-10-25,A0106,RM001,Webinar,Global Infrastructure Partners IV,Infrastructure,54,No,No,,62
AC007046,2026-03-28,A0204,RM004,In-person Meeting,Opportunistic Credit Fund II,Private Credit,55,No,No,,83
AC007047,2025-12-08,A0383,RM010,Follow-up Call,Value-Add Real Estate Fund IV,Real Estate,58,Yes,Yes,15.0,48
AC007048,2026-03-04,A0345,RM016,Webinar,Private Equity Buyout Fund VII,Private Equity,61,Yes,Yes,3.0,43
AC007049,2026-01-17,A0089,RM012,In-person Meeting,Value-Add Real Estate Fund IV,Real Estate,84,Yes,No,22.0,92
AC007050,2025-11-28,A0299,RM006,In-person Meeting,Direct Lending Income Fund V,Private Credit,82,Yes,Yes,16.0,98
AC007051,2025-08-05,A0036,RM008,Intro Call,Growth Equity Partners III,Private Equity,42,Yes,No,13.0,41
AC007052,2025-05-04,A0015,RM005,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,75,No,No,,38
AC007053,2025-12-01,A0015,RM005,Follow-up Call,Opportunistic Credit Fund II,Private Credit,72,No,No,,35
AC007054,2026-02-21,A0062,RM016,In-person Meeting,Direct Lending Income Fund V,Private Credit,79,No,No,,55
AC007055,2025-11-13,A0281,RM009,Due Diligence Meeting,Growth Equity Partners III,Private Equity,81,No,No,,80
AC007056,2025-09-20,A0142,RM013,In-person Meeting,Opportunistic Credit Fund II,Private Credit,95,No,No,,83
AC007057,2026-01-15,A0008,RM010,In-person Meeting,Real Estate Income Fund II,Real Estate,67,Yes,No,17.0,76
AC007058,2026-03-21,A0398,RM007,Follow-up Call,Growth Equity Partners III,Private Equity,91,Yes,Yes,29.0,23
AC007059,2025-07-12,A0211,RM006,Webinar,Private Equity Buyout Fund VII,Private Equity,74,Yes,Yes,13.0,46
AC007060,2026-03-11,A0154,RM002,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,82,Yes,Yes,10.0,31
AC007061,2026-01-23,A0204,RM004,Follow-up Call,Growth Equity Partners III,Private Equity,44,Yes,Yes,22.0,46
AC007062,2026-01-06,A0205,RM014,Webinar,Direct Lending Income Fund V,Private Credit,39,No,No,,53
AC007063,2025-12-07,A0186,RM006,Product Education,Opportunistic Credit Fund II,Private Credit,72,No,No,,32
AC007064,2026-04-16,A0248,RM013,Intro Call,Opportunistic Real Estate Fund VI,Real Estate,38,Yes,Yes,19.0,20
AC007065,2026-03-25,A0351,RM007,Follow-up Call,Core Infrastructure Income Fund III,Infrastructure,44,No,No,,39
AC007066,2025-09-03,A0115,RM012,Follow-up Call,Real Estate Income Fund II,Real Estate,80,Yes,Yes,28.0,33
AC007067,2026-04-16,A0195,RM005,Intro Call,Global Infrastructure Partners IV,Infrastructure,53,No,No,,30
AC007068,2025-12-25,A0003,RM001,Intro Call,Real Estate Income Fund II,Real Estate,27,No,No,,25
AC007069,2026-01-22,A0343,RM004,Intro Call,Growth Equity Partners III,Private Equity,67,Yes,Yes,27.0,26
AC007070,2025-10-29,A0117,RM010,Follow-up Call,Direct Lending Income Fund V,Private Credit,41,No,No,,30
AC007071,2025-10-08,A0102,RM002,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,55,No,No,,34
AC007072,2026-04-02,A0400,RM006,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,84,Yes,Yes,6.0,42
AC007073,2026-04-01,A0234,RM008,Follow-up Call,Direct Lending Income Fund V,Private Credit,79,No,No,,30
AC007074,2026-03-05,A0045,RM016,Intro Call,Core Infrastructure Income Fund III,Infrastructure,70,No,No,,31
AC007075,2025-05-14,A0100,RM006,Follow-up Call,Growth Equity Partners III,Private Equity,65,Yes,No,24.0,48
AC007076,2026-03-27,A0137,RM008,Product Education,Private Equity Buyout Fund VII,Private Equity,45,No,No,,15
AC007077,2025-11-02,A0398,RM007,Intro Call,Opportunistic Real Estate Fund VI,Real Estate,85,Yes,No,22.0,31
AC007078,2025-09-22,A0173,RM016,In-person Meeting,Core Infrastructure Income Fund III,Infrastructure,61,Yes,No,22.0,72
AC007079,2026-04-30,A0088,RM014,Intro Call,Direct Lending Income Fund V,Private Credit,29,Yes,No,6.0,33
AC007080,2025-10-14,A0229,RM002,Webinar,Growth Equity Partners III,Private Equity,32,Yes,Yes,7.0,55
AC007081,2025-05-23,A0158,RM007,Follow-up Call,Growth Equity Partners III,Private Equity,44,Yes,No,13.0,29
AC007082,2025-10-09,A0024,RM008,Portfolio Review,Real Estate Income Fund II,Real Estate,57,Yes,Yes,25.0,56
AC007083,2026-02-11,A0343,RM004,Webinar,Real Estate Income Fund II,Real Estate,63,Yes,Yes,17.0,41
AC007084,2025-10-18,A0008,RM010,Intro Call,Value-Add Real Estate Fund IV,Real Estate,44,Yes,Yes,14.0,33
AC007085,2025-05-14,A0359,RM013,Follow-up Call,Real Estate Income Fund II,Real Estate,34,Yes,No,13.0,35
AC007086,2025-06-04,A0323,RM016,In-person Meeting,Growth Equity Partners III,Private Equity,88,Yes,No,17.0,71
AC007087,2025-12-11,A0030,RM009,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,78,Yes,Yes,18.0,39
AC007088,2025-05-03,A0294,RM012,Follow-up Call,Growth Equity Partners III,Private Equity,68,No,No,,42
AC007089,2025-07-10,A0314,RM016,Follow-up Call,Growth Equity Partners III,Private Equity,43,Yes,No,10.0,42
AC007090,2025-11-17,A0241,RM014,Webinar,Private Equity Buyout Fund VII,Private Equity,44,Yes,Yes,21.0,47
AC007091,2025-05-01,A0232,RM012,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,44,No,No,,52
AC007092,2025-12-05,A0024,RM008,Product Education,Core Infrastructure Income Fund III,Infrastructure,54,No,No,,35
AC007093,2025-09-27,A0026,RM011,Intro Call,Core Infrastructure Income Fund III,Infrastructure,52,No,No,,34
AC007094,2026-02-20,A0296,RM001,Portfolio Review,Value-Add Real Estate Fund IV,Real Estate,76,Yes,Yes,12.0,78
AC007095,2025-08-25,A0036,RM008,Follow-up Call,Direct Lending Income Fund V,Private Credit,65,Yes,Yes,14.0,35
AC007096,2026-03-10,A0093,RM012,Due Diligence Meeting,Private Equity Buyout Fund VII,Private Equity,64,No,No,,71
AC007097,2025-07-26,A0199,RM014,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,71,Yes,No,4.0,44
AC007098,2026-02-11,A0060,RM006,Product Education,Senior Direct Lending Fund VI,Private Credit,70,Yes,No,24.0,32
AC007099,2025-11-30,A0323,RM016,Portfolio Review,Opportunistic Real Estate Fund VI,Real Estate,85,Yes,No,28.0,88
AC007100,2026-01-01,A0326,RM014,Webinar,Direct Lending Income Fund V,Private Credit,40,No,No,,56
AC007101,2025-10-21,A0340,RM016,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,54,No,No,,31
AC007102,2025-12-19,A0024,RM008,Portfolio Review,Value-Add Real Estate Fund IV,Real Estate,48,No,No,,79
AC007103,2026-02-07,A0172,RM009,Product Education,Opportunistic Credit Fund II,Private Credit,63,Yes,Yes,21.0,28
AC007104,2026-01-01,A0341,RM002,Follow-up Call,Real Estate Income Fund II,Real Estate,65,Yes,Yes,15.0,29
AC007105,2026-03-01,A0142,RM013,Due Diligence Meeting,Core Infrastructure Income Fund III,Infrastructure,73,Yes,Yes,10.0,38
AC007106,2025-12-16,A0281,RM009,Intro Call,Senior Direct Lending Fund VI,Private Credit,41,No,No,,40
AC007107,2026-03-27,A0236,RM006,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,61,Yes,Yes,25.0,52
AC007108,2026-04-15,A0134,RM006,Intro Call,Private Equity Buyout Fund VII,Private Equity,33,Yes,Yes,18.0,50
AC007109,2025-12-27,A0105,RM004,In-person Meeting,Senior Direct Lending Fund VI,Private Credit,58,Yes,No,4.0,65
AC007110,2026-01-09,A0263,RM014,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,42,Yes,Yes,28.0,45
AC007111,2025-06-21,A0048,RM007,Follow-up Call,Growth Equity Partners III,Private Equity,73,Yes,Yes,25.0,40
AC007112,2026-03-28,A0343,RM004,Follow-up Call,Opportunistic Credit Fund II,Private Credit,70,No,No,,20
AC007113,2025-09-19,A0232,RM012,Portfolio Review,Core Infrastructure Income Fund III,Infrastructure,46,Yes,Yes,10.0,81
AC007114,2025-12-02,A0040,RM001,Portfolio Review,Private Equity Buyout Fund VII,Private Equity,84,Yes,Yes,18.0,106
AC007115,2025-08-29,A0285,RM011,In-person Meeting,Direct Lending Income Fund V,Private Credit,80,No,No,,83
AC007116,2025-09-02,A0173,RM016,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,51,Yes,Yes,23.0,22
AC007117,2025-06-25,A0074,RM008,Webinar,Opportunistic Credit Fund II,Private Credit,59,No,No,,37
AC007118,2026-01-02,A0386,RM003,Intro Call,Core Infrastructure Income Fund III,Infrastructure,96,No,No,,19
AC007119,2026-04-20,A0293,RM001,In-person Meeting,Core Infrastructure Income Fund III,Infrastructure,86,Yes,Yes,10.0,58
AC007120,2025-10-27,A0238,RM015,Due Diligence Meeting,Growth Equity Partners III,Private Equity,82,No,No,,82
AC007121,2025-08-18,A0342,RM003,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,49,Yes,Yes,24.0,34
AC007122,2025-06-02,A0218,RM006,Follow-up Call,Direct Lending Income Fund V,Private Credit,69,No,No,,36
AC007123,2025-06-17,A0176,RM003,Product Education,Direct Lending Income Fund V,Private Credit,74,Yes,Yes,10.0,52
AC007124,2026-03-03,A0069,RM016,Due Diligence Meeting,Opportunistic Credit Fund II,Private Credit,97,Yes,Yes,9.0,90
AC007125,2026-04-14,A0054,RM003,Product Education,Growth Equity Partners III,Private Equity,72,Yes,Yes,4.0,40
AC007126,2025-12-05,A0173,RM016,Product Education,Opportunistic Real Estate Fund VI,Real Estate,65,Yes,Yes,26.0,34
AC007127,2025-05-16,A0183,RM014,Webinar,Senior Direct Lending Fund VI,Private Credit,49,Yes,Yes,14.0,59
AC007128,2025-06-09,A0297,RM006,Webinar,Growth Equity Partners III,Private Equity,69,Yes,Yes,2.0,45
AC007129,2026-02-23,A0176,RM003,Portfolio Review,Opportunistic Real Estate Fund VI,Real Estate,78,Yes,Yes,2.0,94
AC007130,2025-10-20,A0238,RM015,Due Diligence Meeting,Opportunistic Credit Fund II,Private Credit,75,No,No,,111
AC007131,2025-07-20,A0337,RM002,Portfolio Review,Direct Lending Income Fund V,Private Credit,78,No,No,,56
AC007132,2026-04-01,A0399,RM006,Due Diligence Meeting,Real Estate Income Fund II,Real Estate,73,Yes,No,28.0,64
AC007133,2026-04-03,A0122,RM006,In-person Meeting,Senior Direct Lending Fund VI,Private Credit,100,No,No,,73
AC007134,2025-06-08,A0361,RM001,Product Education,Opportunistic Real Estate Fund VI,Real Estate,53,No,No,,38
AC007135,2025-09-21,A0326,RM014,Webinar,Value-Add Real Estate Fund IV,Real Estate,43,No,No,,38
AC007136,2025-08-05,A0028,RM011,Due Diligence Meeting,Private Equity Buyout Fund VII,Private Equity,74,No,No,,49
AC007137,2026-04-12,A0127,RM014,Webinar,Opportunistic Real Estate Fund VI,Real Estate,63,Yes,No,11.0,31
AC007138,2025-07-21,A0079,RM015,Due Diligence Meeting,Core Infrastructure Income Fund III,Infrastructure,73,No,No,,85
AC007139,2026-01-03,A0271,RM014,Intro Call,Value-Add Real Estate Fund IV,Real Estate,43,No,No,,11
AC007140,2026-02-12,A0223,RM008,Webinar,Senior Direct Lending Fund VI,Private Credit,48,Yes,No,5.0,50
AC007141,2026-01-22,A0197,RM010,Intro Call,Core Infrastructure Income Fund III,Infrastructure,62,Yes,Yes,11.0,16
AC007142,2025-08-27,A0310,RM010,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,52,No,No,,29
AC007143,2026-04-16,A0127,RM014,Product Education,Growth Equity Partners III,Private Equity,74,Yes,Yes,6.0,45
AC007144,2025-12-28,A0150,RM006,Intro Call,Global Infrastructure Partners IV,Infrastructure,56,Yes,Yes,29.0,25
AC007145,2025-06-18,A0343,RM004,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,69,Yes,No,25.0,24
AC007146,2025-10-17,A0391,RM012,Product Education,Opportunistic Real Estate Fund VI,Real Estate,57,Yes,Yes,25.0,26
AC007147,2026-03-15,A0317,RM011,Due Diligence Meeting,Opportunistic Real Estate Fund VI,Real Estate,71,Yes,No,11.0,89
AC007148,2026-04-21,A0078,RM016,Intro Call,Senior Direct Lending Fund VI,Private Credit,56,Yes,No,11.0,39
AC007149,2025-08-26,A0040,RM001,Follow-up Call,Direct Lending Income Fund V,Private Credit,86,Yes,Yes,21.0,30
AC007150,2026-04-14,A0076,RM007,Due Diligence Meeting,Opportunistic Credit Fund II,Private Credit,83,Yes,Yes,29.0,99
AC007151,2025-10-25,A0170,RM012,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,66,Yes,No,15.0,26
AC007152,2025-09-29,A0090,RM014,Follow-up Call,Growth Equity Partners III,Private Equity,50,Yes,No,24.0,38
AC007153,2025-12-19,A0360,RM013,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,87,Yes,Yes,19.0,33
AC007154,2025-08-06,A0273,RM012,Intro Call,Value-Add Real Estate Fund IV,Real Estate,55,No,No,,28
AC007155,2025-11-01,A0166,RM013,Intro Call,Direct Lending Income Fund V,Private Credit,55,No,No,,52
AC007156,2025-08-23,A0103,RM005,Due Diligence Meeting,Private Equity Buyout Fund VII,Private Equity,58,No,No,,72
AC007157,2026-04-10,A0148,RM011,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,65,Yes,Yes,29.0,47
AC007158,2026-01-15,A0190,RM009,Due Diligence Meeting,Growth Equity Partners III,Private Equity,76,No,No,,82
