opportunity_id,advisor_id,rm_id,fund_id,created_date,current_stage,expected_commitment,actual_commitment,close_date,days_to_close,probability,source_campaign_id,loss_reason
O00967,A0163,RM014,F005,2025-09-24,Lost,111000000,,2025-12-11,78.0,0,,Liquidity Mismatch
O00968,A0038,RM012,F004,2025-07-29,Prospect,39000000,,,,10,,
O00969,A0133,RM014,F009,2026-02-19,Prospect,47250000,,,,10,,
O00970,A0116,RM005,F010,2026-02-03,Prospect,5750000,,,,10,,
O00971,A0255,RM014,F002,2025-05-08,Due Diligence,244750000,,,,50,,
O00972,A0364,RM003,F008,2025-10-26,Committed,10250000,10750000.0,2026-05-09,195.0,100,,
O00973,A0112,RM013,F006,2025-07-30,Interested,27000000,,,,25,,
O00974,A0338,RM007,F006,2026-02-28,Due Diligence,40500000,,,,50,,
O00975,A0349,RM014,F010,2025-08-18,Interested,33500000,,,,25,C013,
O00976,A0250,RM010,F009,2026-02-27,Interested,15500000,,,,25,,
O00977,A0278,RM011,F001,2025-06-08,Prospect,9000000,,,,10,,
O00978,A0317,RM011,F008,2025-08-18,Prospect,13250000,,,,10,,
O00979,A0148,RM011,F005,2026-03-07,Interested,42500000,,,,25,,
O00980,A0395,RM002,F008,2025-06-28,Interested,9000000,,,,25,,
O00981,A0151,RM003,F007,2026-04-09,Due Diligence,5000000,,,,50,,
O00982,A0033,RM009,F005,2025-06-10,Prospect,11250000,,,,10,C025,
O00983,A0292,RM016,F005,2025-06-02,Lost,24750000,,2025-08-19,78.0,0,,Pricing/Fee Concerns
O00984,A0132,RM007,F007,2025-08-29,Due Diligence,66000000,,,,50,,
O00985,A0011,RM014,F010,2025-05-04,Interested,57250000,,,,25,C003,
O00986,A0069,RM016,F006,2025-06-18,Prospect,153000000,,,,10,C022,
O00987,A0147,RM016,F008,2026-01-17,Lost,9250000,,2026-05-31,134.0,0,C001,Client Risk Appetite
O00988,A0083,RM012,F009,2025-07-24,Lost,5000000,,2026-02-04,195.0,0,C001,Pricing/Fee Concerns
O00989,A0053,RM008,F005,2025-09-02,Soft Circle,14250000,,,,75,,
O00990,A0063,RM016,F001,2025-10-09,Committed,9750000,8500000.0,2026-06-03,237.0,100,C018,
O00991,A0247,RM013,F007,2026-01-14,Interested,5000000,,,,25,C004,
O00992,A0050,RM015,F002,2025-09-14,Interested,5000000,,,,25,,
O00993,A0311,RM004,F005,2025-11-29,Interested,26250000,,,,25,,
O00994,A0336,RM005,F009,2025-10-03,Committed,11250000,11750000.0,2025-12-12,70.0,100,C001,
O00995,A0288,RM015,F008,2025-11-02,Committed,2500000,2750000.0,2026-06-15,225.0,100,,
O00996,A0096,RM010,F003,2025-08-23,Prospect,56250000,,,,10,C004,
O00997,A0226,RM006,F009,2025-05-12,Due Diligence,5000000,,,,50,,
O00998,A0024,RM008,F008,2026-04-10,Lost,9500000,,2026-08-19,131.0,0,,Allocation Already Filled
O00999,A0376,RM012,F009,2025-09-08,Interested,175250000,,,,25,,
O01000,A0004,RM016,F010,2025-06-06,Prospect,8750000,,,,10,C021,
O01001,A0087,RM013,F004,2025-07-16,Committed,89750000,79000000.0,2026-03-03,230.0,100,,
O01002,A0033,RM009,F003,2026-01-08,Due Diligence,23250000,,,,50,,
O01003,A0399,RM006,F010,2025-06-10,Due Diligence,4750000,,,,50,,
O01004,A0016,RM002,F007,2025-10-22,Soft Circle,116500000,,,,75,,
O01005,A0001,RM006,F006,2025-11-14,Prospect,43500000,,,,10,,
O01006,A0039,RM001,F008,2026-02-22,Committed,64250000,65750000.0,2026-06-27,125.0,100,C024,
O01007,A0352,RM002,F001,2026-01-11,Lost,19500000,,2026-02-13,33.0,0,C006,Pricing/Fee Concerns
O01008,A0159,RM014,F004,2025-05-19,Prospect,2500000,,,,10,C024,
O01009,A0376,RM012,F009,2026-01-28,Prospect,165000000,,,,10,,
O01010,A0383,RM010,F006,2025-11-16,Lost,42000000,,2026-03-03,107.0,0,,Liquidity Mismatch
O01011,A0289,RM008,F008,2025-11-08,Lost,30000000,,2026-01-26,79.0,0,C005,Liquidity Mismatch
O01012,A0066,RM002,F007,2025-06-08,Interested,249500000,,,,25,,
O01013,A0388,RM012,F001,2025-08-12,Prospect,5000000,,,,10,,
O01014,A0173,RM016,F004,2025-12-22,Prospect,3500000,,,,10,,
O01015,A0184,RM015,F010,2026-02-13,Prospect,3250000,,,,10,,
O01016,A0252,RM008,F010,2025-05-18,Soft Circle,8000000,,,,75,,
O01017,A0285,RM011,F004,2026-01-29,Prospect,10750000,,,,10,C008,
O01018,A0385,RM001,F010,2025-12-12,Prospect,2750000,,,,10,,
O01019,A0388,RM012,F001,2025-10-24,Due Diligence,5000000,,,,50,,
O01020,A0163,RM014,F007,2026-04-11,Interested,266750000,,,,25,,
O01021,A0055,RM006,F005,2026-03-16,Lost,1000000,,2026-09-13,181.0,0,,Pricing/Fee Concerns
O01022,A0364,RM003,F002,2025-09-20,Due Diligence,5000000,,,,50,C021,
O01023,A0046,RM009,F002,2025-08-02,Interested,5000000,,,,25,,
O01024,A0216,RM008,F001,2026-02-28,Committed,8500000,9000000.0,2026-08-16,169.0,100,C016,
O01025,A0065,RM005,F003,2025-06-27,Lost,24500000,,2025-10-04,99.0,0,C008,Timing - Deferred
O01026,A0142,RM013,F004,2025-09-26,Interested,2500000,,,,25,,
O01027,A0208,RM014,F006,2025-10-17,Due Diligence,68250000,,,,50,,
O01028,A0280,RM004,F007,2025-06-06,Interested,99000000,,,,25,,
O01029,A0390,RM001,F002,2025-09-16,Interested,68500000,,,,25,,
O01030,A0366,RM014,F010,2025-08-12,Interested,9000000,,,,25,C017,
O01031,A0205,RM014,F009,2025-06-01,Interested,43500000,,,,25,,
O01032,A0124,RM007,F001,2025-06-09,Due Diligence,75750000,,,,50,,
O01033,A0211,RM006,F007,2025-09-06,Due Diligence,81500000,,,,50,,
O01034,A0146,RM016,F001,2026-04-13,Lost,174250000,,2026-07-13,91.0,0,,Allocation Already Filled
O01035,A0182,RM013,F004,2025-12-11,Lost,2500000,,2026-01-10,30.0,0,,Timing - Deferred
O01036,A0364,RM003,F006,2025-08-26,Lost,8750000,,2026-02-28,186.0,0,,Allocation Already Filled
O01037,A0202,RM002,F008,2025-11-14,Interested,10250000,,,,25,,
O01038,A0016,RM002,F004,2026-04-01,Lost,146000000,,2026-05-31,60.0,0,C025,Timing - Deferred
O01039,A0271,RM014,F007,2026-03-08,Interested,5000000,,,,25,,
O01040,A0112,RM013,F006,2025-11-27,Interested,55250000,,,,25,,
O01041,A0084,RM012,F001,2025-12-16,Interested,5000000,,,,25,,
O01042,A0304,RM016,F010,2025-11-02,Prospect,6750000,,,,10,C006,
O01043,A0065,RM005,F004,2025-10-14,Prospect,53250000,,,,10,C024,
O01044,A0240,RM005,F004,2025-10-05,Lost,15000000,,2026-04-12,189.0,0,,Timing - Deferred
O01045,A0325,RM006,F004,2025-05-21,Due Diligence,28500000,,,,50,,
O01046,A0120,RM009,F003,2025-07-23,Prospect,3250000,,,,10,,
O01047,A0187,RM009,F002,2026-02-13,Committed,49750000,52000000.0,2026-09-17,216.0,100,C001,
O01048,A0226,RM006,F001,2026-01-22,Interested,5000000,,,,25,,
O01049,A0254,RM002,F009,2025-10-31,Due Diligence,11500000,,,,50,C004,
O01050,A0388,RM012,F002,2025-12-28,Lost,5000000,,2026-04-05,98.0,0,C006,Competing Manager Selected
O01051,A0354,RM014,F008,2025-09-10,Lost,51500000,,2025-11-05,56.0,0,,Liquidity Mismatch
O01052,A0081,RM001,F001,2025-09-04,Interested,5500000,,,,25,,
O01053,A0214,RM015,F006,2025-11-23,Interested,60500000,,,,25,,
O01054,A0062,RM016,F008,2025-12-15,Prospect,45500000,,,,10,,
O01055,A0023,RM001,F006,2026-03-18,Prospect,23500000,,,,10,,
O01056,A0146,RM016,F007,2026-01-16,Prospect,166250000,,,,10,,
O01057,A0126,RM013,F001,2025-08-18,Prospect,5750000,,,,10,C010,
O01058,A0223,RM008,F010,2026-02-08,Prospect,1000000,,,,10,C022,
O01059,A0254,RM002,F007,2025-12-26,Due Diligence,7250000,,,,50,C028,
O01060,A0152,RM015,F005,2026-01-07,Prospect,1750000,,,,10,,
O01061,A0346,RM016,F003,2025-11-03,Prospect,2000000,,,,10,,
O01062,A0336,RM005,F008,2026-02-26,Committed,4000000,3500000.0,2026-06-13,107.0,100,,
O01063,A0287,RM006,F007,2025-06-26,Due Diligence,47500000,,,,50,,
O01064,A0139,RM008,F005,2025-08-24,Interested,44250000,,,,25,,
O01065,A0096,RM010,F007,2025-11-08,Lost,76750000,,2026-01-05,58.0,0,,Timing - Deferred
O01066,A0045,RM016,F009,2026-01-25,Lost,5500000,,2026-04-17,82.0,0,,Pricing/Fee Concerns
O01067,A0099,RM001,F005,2025-11-22,Due Diligence,26000000,,,,50,C004,
O01068,A0383,RM010,F010,2025-10-31,Interested,10250000,,,,25,,
O01069,A0165,RM011,F009,2025-06-08,Due Diligence,66000000,,,,50,,
O01070,A0164,RM001,F001,2026-03-11,Soft Circle,161500000,,,,75,,
O01071,A0187,RM009,F004,2026-01-19,Prospect,123750000,,,,10,C004,
O01072,A0256,RM015,F006,2025-08-19,Due Diligence,9750000,,,,50,C012,
O01073,A0366,RM014,F005,2025-10-18,Due Diligence,9750000,,,,50,C019,
O01074,A0044,RM005,F003,2025-09-09,Due Diligence,5750000,,,,50,,
O01075,A0326,RM014,F007,2025-08-09,Prospect,5000000,,,,10,,
O01076,A0177,RM014,F008,2025-12-20,Interested,2500000,,,,25,C004,
O01077,A0109,RM008,F008,2026-01-02,Interested,2500000,,,,25,,
O01078,A0213,RM016,F004,2025-09-19,Prospect,119000000,,,,10,,
O01079,A0212,RM007,F004,2025-05-19,Committed,9000000,8500000.0,2025-09-30,134.0,100,,
O01080,A0052,RM006,F008,2025-05-26,Soft Circle,14000000,,,,75,C004,
O01081,A0038,RM012,F005,2026-02-03,Interested,53000000,,,,25,,
O01082,A0248,RM013,F006,2026-03-29,Prospect,7250000,,,,10,,
O01083,A0293,RM001,F008,2025-05-20,Interested,33250000,,,,25,,
O01084,A0242,RM015,F008,2025-06-15,Soft Circle,8000000,,,,75,C004,
O01085,A0140,RM007,F007,2025-09-30,Due Diligence,5000000,,,,50,,
O01086,A0217,RM006,F005,2025-09-15,Interested,4250000,,,,25,C025,
O01087,A0361,RM001,F001,2025-06-27,Interested,9250000,,,,25,C025,
O01088,A0367,RM002,F007,2026-03-26,Prospect,58500000,,,,10,,
O01089,A0092,RM009,F007,2026-01-17,Interested,6500000,,,,25,C011,
O01090,A0037,RM013,F005,2025-05-27,Due Diligence,13250000,,,,50,,
O01091,A0258,RM009,F009,2025-12-14,Lost,7750000,,2026-05-16,153.0,0,C014,Liquidity Mismatch
O01092,A0068,RM004,F009,2025-10-12,Interested,111750000,,,,25,,
O01093,A0319,RM014,F009,2025-07-15,Committed,165500000,173250000.0,2025-12-14,152.0,100,,
O01094,A0112,RM013,F001,2025-10-26,Interested,22500000,,,,25,,
O01095,A0059,RM002,F006,2026-02-05,Prospect,13750000,,,,10,,
O01096,A0324,RM008,F001,2025-12-03,Lost,35500000,,2026-05-23,171.0,0,C023,Liquidity Mismatch
O01097,A0081,RM001,F009,2026-03-16,Due Diligence,8750000,,,,50,,
O01098,A0004,RM016,F004,2025-12-07,Lost,22000000,,2026-05-12,156.0,0,,Pricing/Fee Concerns
O01099,A0327,RM004,F004,2026-04-03,Soft Circle,132250000,,,,75,C005,
O01100,A0037,RM013,F007,2026-04-04,Prospect,9750000,,,,10,C024,
O01101,A0165,RM011,F004,2025-08-27,Due Diligence,27750000,,,,50,,
O01102,A0157,RM016,F003,2025-05-05,Committed,22250000,22500000.0,2025-12-16,225.0,100,C024,
O01103,A0056,RM011,F005,2026-04-04,Prospect,42250000,,,,10,C012,
O01104,A0014,RM013,F010,2025-11-29,Interested,1000000,,,,25,,
O01105,A0033,RM009,F005,2025-07-27,Interested,4250000,,,,25,C007,
O01106,A0169,RM010,F007,2026-03-06,Due Diligence,5000000,,,,50,,
O01107,A0382,RM010,F002,2026-02-21,Lost,22000000,,2026-07-09,138.0,0,,Pricing/Fee Concerns
O01108,A0289,RM008,F009,2025-06-11,Interested,28000000,,,,25,C016,
O01109,A0284,RM016,F008,2026-01-26,Due Diligence,2500000,,,,50,,
O01110,A0265,RM001,F010,2026-04-06,Due Diligence,1000000,,,,50,,
O01111,A0305,RM007,F009,2025-12-17,Prospect,5000000,,,,10,,
O01112,A0208,RM014,F009,2026-02-26,Committed,77000000,67500000.0,2026-07-12,136.0,100,C013,
O01113,A0395,RM002,F008,2025-12-27,Prospect,7250000,,,,10,C003,
O01114,A0239,RM003,F006,2025-12-14,Interested,113000000,,,,25,,
O01115,A0249,RM001,F008,2025-05-08,Interested,2500000,,,,25,,
O01116,A0009,RM010,F002,2025-05-21,Lost,68750000,,2025-07-14,54.0,0,,Competing Manager Selected
O01117,A0300,RM008,F003,2025-09-06,Interested,1000000,,,,25,,
O01118,A0141,RM003,F002,2025-09-26,Lost,5000000,,2025-12-24,89.0,0,,Competing Manager Selected
O01119,A0307,RM014,F003,2025-07-22,Prospect,5750000,,,,10,,
O01120,A0338,RM007,F005,2025-06-19,Lost,51000000,,2025-07-17,28.0,0,,Allocation Already Filled
O01121,A0009,RM010,F002,2025-09-21,Due Diligence,63750000,,,,50,,
O01122,A0152,RM015,F002,2025-12-19,Prospect,5000000,,,,10,,
O01123,A0360,RM013,F002,2026-04-05,Due Diligence,34500000,,,,50,,
O01124,A0050,RM015,F002,2025-10-14,Soft Circle,5000000,,,,75,,
O01125,A0296,RM001,F009,2026-04-08,Lost,9250000,,2026-04-28,20.0,0,C023,Liquidity Mismatch
O01126,A0128,RM002,F008,2025-06-28,Lost,2500000,,2025-10-09,103.0,0,,Client Risk Appetite
O01127,A0201,RM008,F004,2025-07-17,Interested,203000000,,,,25,,
O01128,A0360,RM013,F005,2026-01-14,Prospect,82750000,,,,10,,
O01129,A0250,RM010,F005,2025-08-10,Due Diligence,11250000,,,,50,C015,
O01130,A0171,RM016,F008,2026-02-04,Interested,9250000,,,,25,,
O01131,A0277,RM006,F004,2025-08-20,Prospect,9750000,,,,10,,
O01132,A0088,RM014,F008,2025-05-12,Due Diligence,2500000,,,,50,C013,
O01133,A0006,RM012,F005,2025-11-06,Interested,64750000,,,,25,C004,
O01134,A0244,RM007,F007,2025-09-05,Soft Circle,5000000,,,,75,,
O01135,A0343,RM004,F007,2025-11-23,Interested,227750000,,,,25,C027,
O01136,A0278,RM011,F001,2025-07-21,Prospect,6500000,,,,10,,
O01137,A0204,RM004,F001,2026-01-29,Interested,5250000,,,,25,,
O01138,A0056,RM011,F007,2025-08-11,Interested,46750000,,,,25,C017,
O01139,A0033,RM009,F004,2026-03-22,Interested,15750000,,,,25,C009,
O01140,A0112,RM013,F005,2025-10-29,Due Diligence,34000000,,,,50,,
O01141,A0385,RM001,F008,2026-02-06,Prospect,2500000,,,,10,,
O01142,A0183,RM014,F008,2025-07-27,Prospect,38500000,,,,10,,
O01143,A0319,RM014,F005,2026-01-28,Interested,132000000,,,,25,C009,
O01144,A0006,RM012,F005,2026-03-21,Prospect,20500000,,,,10,,
O01145,A0187,RM009,F003,2025-10-08,Committed,149000000,160250000.0,2026-02-07,122.0,100,,
O01146,A0097,RM009,F004,2026-03-15,Interested,2500000,,,,25,,
O01147,A0381,RM004,F003,2025-05-30,Prospect,1000000,,,,10,,
O01148,A0077,RM005,F005,2025-06-22,Soft Circle,12000000,,,,75,,
O01149,A0020,RM014,F008,2025-08-14,Soft Circle,9250000,,,,75,,
O01150,A0063,RM016,F004,2026-01-03,Due Diligence,18000000,,,,50,C003,
O01151,A0025,RM011,F010,2026-03-18,Prospect,1000000,,,,10,,
O01152,A0125,RM013,F005,2026-02-14,Prospect,2250000,,,,10,,
O01153,A0399,RM006,F009,2025-08-29,Due Diligence,5500000,,,,50,C020,
O01154,A0370,RM009,F001,2025-11-14,Due Diligence,5000000,,,,50,,
O01155,A0224,RM009,F007,2025-05-21,Prospect,5000000,,,,10,,
O01156,A0330,RM007,F009,2025-12-22,Due Diligence,27750000,,,,50,,
O01157,A0158,RM007,F009,2026-02-24,Due Diligence,10000000,,,,50,,
O01158,A0355,RM010,F004,2025-12-28,Prospect,2750000,,,,10,,
O01159,A0082,RM003,F002,2025-10-24,Due Diligence,5000000,,,,50,,
O01160,A0160,RM002,F006,2026-01-02,Lost,8500000,,2026-05-31,149.0,0,,Liquidity Mismatch
O01161,A0047,RM011,F009,2025-05-07,Due Diligence,5000000,,,,50,,
O01162,A0373,RM005,F005,2025-08-14,Due Diligence,10250000,,,,50,,
O01163,A0133,RM014,F007,2025-07-13,Prospect,52750000,,,,10,,
O01164,A0097,RM009,F007,2025-11-29,Prospect,5000000,,,,10,,
O01165,A0087,RM013,F008,2025-11-07,Lost,58250000,,2026-05-22,196.0,0,C008,Timing - Deferred
O01166,A0188,RM004,F006,2025-07-08,Due Diligence,8000000,,,,50,,
O01167,A0199,RM014,F007,2025-05-31,Interested,113500000,,,,25,,
O01168,A0266,RM010,F008,2025-08-16,Prospect,9250000,,,,10,C014,
O01169,A0322,RM006,F007,2025-11-19,Prospect,5000000,,,,10,,
O01170,A0280,RM004,F010,2025-12-06,Interested,37000000,,,,25,,
O01171,A0195,RM005,F007,2025-12-02,Committed,68250000,72750000.0,2026-03-30,118.0,100,,
O01172,A0211,RM006,F001,2026-03-12,Lost,58500000,,2026-07-28,138.0,0,C006,Allocation Already Filled
O01173,A0390,RM001,F004,2025-09-30,Committed,68250000,65500000.0,2026-01-13,105.0,100,,
O01174,A0176,RM003,F004,2025-12-11,Due Diligence,66250000,,,,50,,
O01175,A0127,RM014,F006,2026-02-04,Due Diligence,5250000,,,,50,,
O01176,A0255,RM014,F003,2025-12-25,Lost,249000000,,2026-02-24,61.0,0,C028,Client Risk Appetite
O01177,A0266,RM010,F005,2025-12-09,Lost,7250000,,2026-05-12,154.0,0,,Client Risk Appetite
O01178,A0374,RM009,F001,2025-08-23,Due Diligence,44500000,,,,50,,
O01179,A0139,RM008,F001,2025-12-20,Soft Circle,33500000,,,,75,,
O01180,A0201,RM008,F002,2025-09-03,Interested,291750000,,,,25,,
O01181,A0246,RM002,F005,2025-06-13,Committed,15500000,13500000.0,2026-01-20,221.0,100,C014,
O01182,A0282,RM005,F004,2025-11-29,Prospect,3000000,,,,10,,
O01183,A0016,RM002,F002,2025-09-08,Interested,143000000,,,,25,C005,
O01184,A0358,RM012,F001,2025-05-23,Committed,11000000,10250000.0,2025-10-07,137.0,100,C013,
O01185,A0069,RM016,F005,2025-10-09,Prospect,138500000,,,,10,,
O01186,A0089,RM012,F004,2025-08-16,Lost,12250000,,2026-01-27,164.0,0,,Liquidity Mismatch
O01187,A0276,RM005,F010,2025-06-21,Prospect,5750000,,,,10,,
O01188,A0077,RM005,F002,2026-03-29,Soft Circle,14250000,,,,75,,
O01189,A0052,RM006,F010,2025-07-06,Due Diligence,18500000,,,,50,C024,
O01190,A0379,RM010,F005,2025-06-08,Interested,1000000,,,,25,,
O01191,A0255,RM014,F001,2025-10-02,Prospect,187750000,,,,10,C010,
O01192,A0378,RM003,F001,2025-06-03,Soft Circle,5000000,,,,75,,
O01193,A0025,RM011,F002,2025-06-28,Lost,5000000,,2025-11-25,150.0,0,C026,Timing - Deferred
O01194,A0014,RM013,F001,2025-07-30,Interested,5000000,,,,25,,
O01195,A0112,RM013,F005,2025-05-17,Due Diligence,15000000,,,,50,C027,
O01196,A0015,RM005,F005,2025-07-21,Prospect,3500000,,,,10,C016,
O01197,A0173,RM016,F003,2025-05-13,Lost,9500000,,2025-06-10,28.0,0,,Allocation Already Filled
O01198,A0384,RM006,F009,2026-01-30,Due Diligence,7250000,,,,50,C013,
O01199,A0142,RM013,F004,2025-11-02,Prospect,2500000,,,,10,C020,
O01200,A0292,RM016,F002,2025-06-04,Prospect,75500000,,,,10,,
O01201,A0255,RM014,F008,2026-01-01,Prospect,206250000,,,,10,C021,
O01202,A0013,RM011,F003,2025-08-23,Soft Circle,5500000,,,,75,,
O01203,A0092,RM009,F001,2025-11-09,Lost,5500000,,2026-05-17,189.0,0,,Allocation Already Filled
O01204,A0249,RM001,F006,2025-10-15,Interested,6250000,,,,25,,
O01205,A0036,RM008,F001,2025-07-17,Committed,8000000,7750000.0,2025-10-08,83.0,100,C001,
O01206,A0181,RM003,F010,2025-10-26,Interested,2750000,,,,25,,
O01207,A0268,RM007,F001,2025-12-18,Prospect,5000000,,,,10,C003,
O01208,A0134,RM006,F006,2025-12-23,Interested,2500000,,,,25,,
O01209,A0124,RM007,F007,2025-07-24,Interested,95500000,,,,25,,
O01210,A0288,RM015,F009,2025-09-12,Due Diligence,5000000,,,,50,,
O01211,A0165,RM011,F004,2025-06-14,Prospect,54750000,,,,10,,
O01212,A0209,RM010,F003,2025-11-04,Interested,17500000,,,,25,,
O01213,A0078,RM016,F010,2025-10-04,Prospect,79000000,,,,10,C007,
O01214,A0313,RM013,F002,2026-01-30,Lost,9000000,,2026-08-11,193.0,0,,Competing Manager Selected
O01215,A0236,RM006,F003,2025-11-04,Lost,56250000,,2026-03-20,136.0,0,,Timing - Deferred
O01216,A0389,RM004,F008,2025-07-14,Due Diligence,2500000,,,,50,C003,
O01217,A0301,RM012,F009,2026-01-27,Prospect,52250000,,,,10,,
O01218,A0236,RM006,F001,2025-06-30,Due Diligence,145500000,,,,50,,
O01219,A0242,RM015,F007,2026-01-12,Interested,5000000,,,,25,,
O01220,A0132,RM007,F005,2025-12-13,Committed,53250000,48250000.0,2026-04-20,128.0,100,C017,
O01221,A0176,RM003,F002,2025-10-04,Prospect,30250000,,,,10,,
O01222,A0267,RM007,F005,2025-05-23,Interested,4000000,,,,25,,
O01223,A0202,RM002,F005,2025-11-16,Prospect,10750000,,,,10,,
O01224,A0382,RM010,F003,2026-04-03,Soft Circle,18000000,,,,75,,
O01225,A0216,RM008,F009,2025-12-20,Prospect,5000000,,,,10,,
O01226,A0006,RM012,F002,2026-01-28,Committed,70750000,62500000.0,2026-07-09,162.0,100,,
O01227,A0049,RM011,F009,2025-06-09,Prospect,5000000,,,,10,C017,
O01228,A0018,RM007,F008,2025-07-10,Soft Circle,232500000,,,,75,,
O01229,A0360,RM013,F007,2025-10-18,Interested,28750000,,,,25,,
O01230,A0125,RM013,F006,2026-02-07,Due Diligence,3500000,,,,50,,
O01231,A0333,RM006,F006,2025-05-13,Prospect,2500000,,,,10,,
O01232,A0176,RM003,F006,2025-11-12,Prospect,34500000,,,,10,C010,
O01233,A0366,RM014,F009,2025-07-14,Soft Circle,7500000,,,,75,,
O01234,A0192,RM004,F009,2026-04-01,Prospect,226750000,,,,10,,
O01235,A0343,RM004,F002,2025-10-30,Interested,147750000,,,,25,,
O01236,A0266,RM010,F007,2025-06-21,Interested,6500000,,,,25,,
O01237,A0105,RM004,F006,2025-06-15,Prospect,4250000,,,,10,,
O01238,A0226,RM006,F010,2026-01-19,Due Diligence,2000000,,,,50,C028,
O01239,A0106,RM001,F008,2025-07-09,Soft Circle,6750000,,,,75,,
O01240,A0078,RM016,F003,2025-07-16,Prospect,78500000,,,,10,C009,
O01241,A0126,RM013,F005,2025-08-08,Prospect,7250000,,,,10,,
O01242,A0118,RM013,F010,2025-10-16,Interested,9500000,,,,25,,
O01243,A0196,RM009,F005,2025-08-17,Lost,28750000,,2025-09-06,20.0,0,C002,Competing Manager Selected
O01244,A0252,RM008,F004,2025-08-19,Due Diligence,11750000,,,,50,,
O01245,A0386,RM003,F002,2026-01-21,Lost,39750000,,2026-07-26,186.0,0,,Timing - Deferred
O01246,A0186,RM006,F007,2025-12-15,Soft Circle,19750000,,,,75,,
O01247,A0302,RM001,F010,2025-05-23,Interested,152750000,,,,25,,
O01248,A0195,RM005,F005,2025-08-06,Prospect,64500000,,,,10,,
O01249,A0171,RM016,F010,2025-12-28,Lost,7750000,,2026-03-12,74.0,0,,Competing Manager Selected
O01250,A0163,RM014,F006,2025-11-19,Due Diligence,68750000,,,,50,,
O01251,A0349,RM014,F008,2025-06-07,Due Diligence,20750000,,,,50,,
O01252,A0057,RM015,F005,2025-08-02,Committed,12750000,11500000.0,2026-02-22,204.0,100,,
O01253,A0115,RM012,F003,2026-01-21,Due Diligence,150750000,,,,50,,
O01254,A0287,RM006,F001,2025-12-18,Prospect,15000000,,,,10,,
O01255,A0118,RM013,F003,2025-11-08,Interested,11500000,,,,25,,
O01256,A0001,RM006,F009,2025-06-14,Due Diligence,50000000,,,,50,,
O01257,A0086,RM003,F007,2025-10-19,Committed,17250000,18250000.0,2026-03-10,142.0,100,C028,
O01258,A0012,RM012,F002,2025-07-22,Prospect,6500000,,,,10,C026,
O01259,A0116,RM005,F005,2025-07-24,Lost,21250000,,2025-11-14,113.0,0,,Client Risk Appetite
O01260,A0129,RM011,F005,2025-05-12,Soft Circle,59000000,,,,75,,
O01261,A0381,RM004,F006,2025-06-30,Committed,2500000,2500000.0,2025-09-27,89.0,100,,
O01262,A0321,RM014,F007,2025-11-21,Lost,5000000,,2025-12-11,20.0,0,C020,Client Risk Appetite
O01263,A0048,RM007,F001,2025-11-04,Soft Circle,157000000,,,,75,C026,
O01264,A0048,RM007,F009,2025-06-13,Soft Circle,91250000,,,,75,,
O01265,A0400,RM006,F008,2026-02-15,Interested,193750000,,,,25,C019,
O01266,A0266,RM010,F005,2025-10-25,Prospect,8000000,,,,10,,
O01267,A0247,RM013,F008,2025-05-31,Interested,5750000,,,,25,,
O01268,A0231,RM003,F009,2025-07-04,Prospect,5000000,,,,10,C001,
O01269,A0058,RM007,F008,2026-02-02,Lost,10500000,,2026-04-18,75.0,0,C024,Pricing/Fee Concerns
O01270,A0104,RM011,F002,2025-12-01,Due Diligence,17000000,,,,50,,
O01271,A0170,RM012,F004,2025-09-07,Prospect,34750000,,,,10,,
O01272,A0176,RM003,F008,2026-01-09,Committed,76750000,80500000.0,2026-08-17,220.0,100,,
O01273,A0388,RM012,F003,2026-03-24,Soft Circle,1250000,,,,75,C016,
O01274,A0017,RM002,F009,2025-10-05,Lost,5500000,,2026-02-27,145.0,0,C011,Pricing/Fee Concerns
O01275,A0006,RM012,F003,2026-03-23,Committed,81250000,78000000.0,2026-08-06,136.0,100,,
O01276,A0364,RM003,F001,2026-01-26,Interested,13750000,,,,25,C011,
O01277,A0350,RM007,F005,2025-06-29,Due Diligence,5250000,,,,50,,
O01278,A0115,RM012,F008,2026-04-14,Interested,84250000,,,,25,,
O01279,A0127,RM014,F006,2025-10-02,Committed,3000000,2750000.0,2026-04-22,202.0,100,C006,
O01280,A0233,RM004,F010,2025-05-23,Due Diligence,14250000,,,,50,,
O01281,A0078,RM016,F005,2025-07-07,Prospect,68500000,,,,10,C010,
O01282,A0349,RM014,F006,2025-08-09,Lost,32750000,,2026-01-05,149.0,0,C002,Timing - Deferred
O01283,A0107,RM004,F002,2025-11-10,Prospect,34750000,,,,10,C009,
O01284,A0023,RM001,F002,2025-05-01,Lost,20000000,,2025-11-13,196.0,0,C025,Competing Manager Selected
O01285,A0209,RM010,F010,2026-02-20,Soft Circle,28500000,,,,75,,
O01286,A0292,RM016,F003,2025-10-27,Due Diligence,74250000,,,,50,,
O01287,A0382,RM010,F005,2026-03-18,Committed,52500000,54750000.0,2026-06-04,78.0,100,,
O01288,A0246,RM002,F002,2025-07-04,Prospect,14000000,,,,10,C002,
O01289,A0040,RM001,F005,2026-03-09,Lost,5250000,,2026-06-11,94.0,0,,Liquidity Mismatch
O01290,A0262,RM009,F009,2025-05-02,Lost,50750000,,2025-09-18,139.0,0,C002,Competing Manager Selected
O01291,A0036,RM008,F004,2026-01-14,Interested,8750000,,,,25,,
